Coaster_Name,Location,Status,Manufacturer,Year_Introduced,latitude,longitude,Type_Main,Opening_Date,Speed_mph,Height_ft,Inversions,Gforce,Cost
Fēnix (roller coaster),Toverland,Operating,Bolliger & Mabillard,2018,51.3997,5.985,Steel,2018-07-07,59.0,,3,5.0,13000000.0
Gold Rusher,Six Flags Magic Mountain,Operating,Arrow Development,1971,34.424,-118.5985,Steel,1971-05-29,35.0,,0,3.4,1200000.0
Manta (SeaWorld Orlando),SeaWorld Orlando,Operating,Bolliger & Mabillard,2009,28.4119,-81.4617,Steel,2009-05-22,56.0,,4,3.7,50000000.0
Wildfire (Kolmården Wildlife Park),Kolmården Wildlife Park,Operating,Rocky Mountain Construction,2016,58.6653,16.4664,Wood,2016-06-28,71.5,183.7,3,4.0,110000000.0
Phaethon (roller coaster),Gyeongju World,Operating,Bolliger & Mabillard,2007,35.8367,129.28,Steel,2007-05-05,55.9,,6,,
InvadR,Busch Gardens Williamsburg,Operating,Great Coasters International,2017,37.2325,-76.6486,Wood,2017-04-07,48.0,,0,,
Great Chase (Six Flags America),Six Flags America,Operating,Zamperla,1999,38.9075,-76.772,Steel,1999-01-01,11.0,,0,,
Poltergeist (roller coaster),Six Flags Fiesta Texas,Operating,Premier Rides,1999,29.5969,-98.6083,Steel,1999-05-28,60.0,,4,4.5,
Jack Rabbit (Celebration City),"Orlando, FloridaKissimmee, FloridaFayetteville, GeorgiaUnited States",Operating,,2003,28.3303,-81.5147,Other,,,,0,,
Joris en de Draak,Other,Operating,Great Coasters International,2010,51.6469,5.0525,Wood,2010-07-01,46.6,82.0,0,,13000000.0
Comet (Waldameer),Waldameer Park,Operating,Philadelphia Toboggan Coasters,1951,42.1077,-80.1568,Wood,1951-01-01,25.0,,0,,
Twisted Colossus,Six Flags Magic Mountain,Operating,Rocky Mountain Construction,2015,34.4278,-118.5975,Steel,2015-05-23,57.0,,2,,
Storm Coaster,Sea World (Australia),Operating,Mack Rides,2013,-27.9563,153.4258,Steel,2013-12-06,43.5,91.9,0,3.0,20000000.0
The Great White (SeaWorld San Antonio),SeaWorld San Antonio,Operating,Bolliger & Mabillard,1997,29.4523,-98.6965,Steel,1997-02-01,50.0,,5,4.6,21000000.0
Mad Mouse (Valleyfair),Valleyfair,Operating,Arrow Dynamics,1999,44.7999,-93.4591,Steel,1999-05-08,30.0,,0,,
Leviathan (Canada's Wonderland),Canada's Wonderland,Operating,Bolliger & Mabillard,2012,43.8445,-79.5424,Steel,2012-05-06,92.0,306.1,0,4.5,28000000.0
Lost Coaster of Superstition Mountain,Indiana Beach,Operating,Custom Coasters International,2002,40.7886,-86.77,Wood,2002-06-06,20.0,,0,,
Shivering Timbers,Michigan's Adventure,Operating,Custom Coasters International,1998,43.3422,-86.2761,Wood,1998-01-01,57.0,,0,3.8,4500000.0
The Joker's Jinx,Six Flags America,Operating,Premier Rides,1999,38.91,-76.776,Steel,1999-05-08,60.0,,4,4.5,10000000.0
Loch Ness Monster (roller coaster),Busch Gardens Williamsburg,Operating,Arrow Development,1978,37.2343,-76.646,Steel,1978-06-06,60.0,,2,3.5,5000000.0
Steel Dragon 2000,Nagashima Spa Land,Operating,D. H. Morgan Manufacturing,2000,35.0312,136.7301,Steel,2000-08-01,95.0,318.2,0,,52000000.0
Jungle Racing,Happy Valley Beijing,Operating,Vekoma,2006,39.868,116.4874,Steel,2006-07-09,30.1,,0,2.2,
Escape of Novgorod,Hansa-Park,Operating,Gerstlauer,2009,54.0744,10.7814,Steel,2009-04-09,62.1,131.2,1,4.3,
Flying Aces (roller coaster),Ferrari World Abu Dhabi,Operating,Intamin,2016,,,Steel,2016-02-24,74.6,206.7,1,5.0,
The Riddler Mindbender,Six Flags Over Georgia,Operating,Anton Schwarzkopf,1978,33.7703,-84.5475,Steel,1978-03-31,50.0,,2,,2800000.0
Superman: Escape from Krypton,Other,Operating,Intamin,1997,34.425,-118.598,Steel,1997-03-15,100.0,,0,4.5,20000000.0
The Barnstormer,Magic Kingdom,Operating,Vekoma,1996,28.4205,-81.5784,Steel,1996-10-01,25.0,29.9,0,,
Tempesto,Busch Gardens Williamsburg,Operating,Premier Rides,2015,37.2347,-76.6421,Steel,2015-04-25,62.0,,1,,
Objectif Mars,Futuroscope,Operating,Intamin,2020,46.6718,0.3703,Steel,2020-06-13,34.2,,0,,22000000.0
Euro-Mir,Europa-Park,Operating,Mack Rides,1997,48.2647,7.7197,Steel,1997-01-01,49.7,,0,4.0,
Blue Tornado (roller coaster),Gardaland,Operating,Vekoma,1998,45.4566,10.7137,Steel,1998-01-01,49.7,,5,4.5,
Catwoman's Whip,Six Flags New England,Operating,Zierer,2000,42.0371,-72.6117,Steel,2000-05-05,22.4,,0,,
Carolina Goldrusher,Carowinds,Operating,Arrow Dynamics,1973,,,Steel,1973-03-31,30.0,,0,2.4,
Renegade (roller coaster),Valleyfair,Operating,Great Coasters International,2007,44.8008,-93.4611,Wood,2007-05-12,51.3,,0,3.9,6500000.0
Dragonfly (roller coaster),Duinrell,Operating,Gerstlauer,2012,52.1472,4.3785,Steel,2012-03-31,31.1,49.2,0,2.9,
Apple Zapple (Kings Dominion),Kings Dominion,Operating,Mack Rides,2002,,,Steel,2002-03-22,35.0,,0,,
Patriot (Worlds of Fun),Worlds of Fun,Operating,Bolliger & Mabillard,2006,39.1753,-94.4889,Steel,2006-04-08,60.0,,4,,14000000.0
Montezooma's Revenge,Knott's Berry Farm,Operating,Anton Schwarzkopf,1978,33.8456,-117.999,Steel,1978-05-21,55.0,,2,,
Steel Eel,SeaWorld San Antonio,Operating,D. H. Morgan Manufacturing,1999,29.4553,-98.6961,Steel,1999-03-06,65.0,,0,3.5,
Wild Eagle,Dollywood,Operating,Bolliger & Mabillard,2012,35.7947,-83.5301,Steel,2012-03-24,61.0,,4,,20000000.0
Roller Coaster (Dai Nam Van Hien),Đại Nam Văn Hiến,Operating,Hebei Zhongye Metallurgical Equipment,2008,11.0433,106.6325,Steel,2008-09-11,46.6,110.2,4,4.0,25000000000.0
The Beast (roller coaster),Kings Island,Operating,Kings Island,1979,39.3402,-84.266,Wood,1979-04-14,64.8,,0,3.6,3200000.0
Great Bear (roller coaster),Hersheypark,Operating,Bolliger & Mabillard,1998,40.2869,-76.6531,Steel,1998-05-23,58.0,,4,,13000000.0
Giant Dipper,Santa Cruz Beach Boardwalk,Operating,Arthur Looff,1924,36.9647,-122.0153,Wood,1924-05-17,55.0,,0,,50000.0
Mamba (roller coaster),Worlds of Fun,Operating,D. H. Morgan Manufacturing,1998,39.172,-94.4906,Steel,1998-04-18,75.0,,0,3.5,10000000.0
Max & Moritz (roller coaster),Efteling,Operating,Mack Rides,2020,51.6481,5.0474,Steel,2020-06-20,22.4,19.7,0,,15000000.0
Vampire (roller coaster),Chessington World of Adventures,Operating,Arrow Dynamics,1990,51.3473,-0.3156,Steel,1990-04-11,45.0,,0,4.0,
Shambhala (roller coaster),PortAventura Park,Operating,Bolliger & Mabillard,2012,41.0847,1.1564,Other,2012-05-12,83.3,249.3,0,3.8,
Salama (roller coaster),Linnanmäki,Operating,Maurer AG,2008,60.1872,24.9392,Steel,2008-04-25,37.3,,0,,
Space Mountain: De la Terre à la Lune,Disneyland Park (Paris),Operating,Vekoma,1995,48.8741,2.7793,Steel,2017-05-07,44.0,,3,,
Orion (roller coaster),Kings Island,Operating,Bolliger & Mabillard,2020,39.3427,-84.2627,Steel,2020-07-02,91.0,,0,,30000000.0
Sprocket Rockets,Six Flags Great America,Operating,Vekoma,1998,42.3669,-87.9311,Steel,1998-01-01,21.7,,0,,
Goliath (Six Flags Magic Mountain),Six Flags Magic Mountain,Operating,Giovanola,2000,34.4269,-118.5969,Steel,2000-02-11,85.0,,0,,30000000.0
Tulireki,Linnanmäki,Operating,Mack Rides,2004,60.1881,24.9381,Steel,2004-04-29,36.0,,0,3.5,
Woodstock Express (Kings Island),Kings Island,Operating,Philadelphia Toboggan Coasters,2010,39.3432,-84.2693,Wood,1972-01-01,35.0,,0,,
Baron 1898,Efteling,Operating,Bolliger & Mabillard,2015,51.6482,5.0508,Steel,2015-07-01,55.9,98.4,2,,18000000.0
Sky Rocket,Kennywood Park,Operating,Premier Rides,2010,40.3864,-79.8647,Steel,2010-06-29,50.0,,3,0.8,
Hyperion (roller coaster),Energylandia,Operating,Intamin,2018,,,Steel,2018-07-14,88.2,252.6,1,4.8,
New Texas Giant,Six Flags Over Texas,Operating,Rocky Mountain Construction,2011,32.7564,-97.0731,Steel,2011-04-22,65.0,,0,4.2,10000000.0
Montaña Suiza,Monte Igueldo Amusement Park,Operating,,1928,43.3207,-2.0107,Other,1928-01-01,31.0,,0,,
Lost Gravity (roller coaster),Walibi Holland,Operating,Mack Rides,2016,52.4424,5.7663,Steel,2016-03-24,54.1,105.0,2,4.3,
Big Dipper (Blackpool Pleasure Beach),Blackpool Pleasure Beach,Operating,William Strickler,1923,53.7892,-3.0569,Wood,1923-08-23,40.0,,0,3.7,25000.0
Predator (roller coaster),Six Flags Darien Lake,Operating,Dinn Corporation,1990,42.9292,-78.3861,Wood,1990-05-25,50.0,,0,,
Rage (roller coaster),Adventure Island,Operating,Gerstlauer,2007,51.5325,0.7167,Steel,2007-02-10,43.5,,3,4.5,
Jack Rabbit (Seabreeze),Seabreeze Amusement Park,Operating,Harry C. Baker,1920,43.2316,-77.5432,Wood,1920-01-01,42.0,,0,,
Carolina Cyclone,Carowinds,Operating,Arrow Dynamics,1980,35.1042,-80.9436,Steel,1980-03-22,41.0,,4,3.5,2000000.0
Kiddie Coaster,Lake Compounce,Operating,Molina & Sons,1997,41.6423,-72.9226,Steel,1997-06-27,,,0,,
Abyssus,Energylandia,Operating,Vekoma,2021,49.9992,19.4011,Steel,2021-07-14,62.1,,4,4.5,11000000.0
Kikkerachtbaan,Duinrell,Operating,Zierer,1985,52.1466,4.379,Steel,1985-01-01,22.4,26.2,0,,
Superman: Ultimate Flight (Six Flags Discovery Kingdom),Six Flags Discovery Kingdom,Operating,Premier Rides,2012,38.1386,-122.231,Steel,2012-06-30,62.0,,1,,6000000.0
Anaconda (Walygator Parc),Walygator Parc,Operating,William Cobb,1989,,,Other,1989-01-01,,,0,,
Laff Trakk,Hersheypark,Operating,Maurer AG,2015,40.2935,-76.6551,Steel,2015-05-23,40.0,,0,,14000000.0
Polar X-plorer,Legoland Billund,Operating,Zierer,2012,55.737,9.1218,Steel,2012-04-29,40.4,65.6,0,,
Vild-Svinet,BonBon-Land,Operating,Gerstlauer,2003,55.2611,11.8634,Steel,2003-05-16,45.0,72.2,1,,
Little Dipper (Memphis Kiddie Park),Memphis Kiddie Park,Operating,Allan Herschell Company,1952,41.4405,-81.7577,Steel,1952-04-01,,,0,,
Pikajuna,Linnanmäki,Operating,Mack Rides,1990,60.1875,24.9381,Steel,1990-01-01,23.0,23.0,0,,
Blue Fire,Europa-Park,Operating,Mack Rides,2009,48.2624,7.7185,Steel,2009-04-04,62.0,,4,3.8,
Gold Rush (Slagharen),Attractiepark Slagharen,Operating,Gerstlauer,2017,52.6244,6.5619,Steel,2017-04-13,59.0,,2,,5000000.0
Batman: Arkham Asylum (roller coaster),Parque Warner Madrid,Operating,Bolliger & Mabillard,2002,40.2282,-3.5924,Steel,2002-04-06,49.7,,5,4.9,
Titan (Six Flags Over Texas),Six Flags Over Texas,Operating,Giovanola,2001,32.7556,-97.0742,Steel,2001-04-27,85.0,,0,,
Fairly Odd Coaster (Carowinds),Carowinds,Operating,Philadelphia Toboggan Coasters,2005,35.101,-80.9394,Wood,1975-01-01,36.0,,0,,
Gold Striker,California's Great America,Operating,Great Coasters International,2013,37.3967,-121.9749,Wood,2013-05-31,53.7,,0,4.2,10000000.0
HangTime (roller coaster),Knott's Berry Farm,Operating,Gerstlauer,2018,33.8448,-118.0015,Steel,2018-05-18,57.0,,5,,
Coney Island Cyclone,"Luna Park, Coney Island",Operating,,1927,40.5742,-73.9778,Other,1927-06-26,60.0,,0,3.75,175000.0
The Swarm (roller coaster),Thorpe Park,Operating,Bolliger & Mabillard,2012,51.4056,-0.5154,Steel,2012-03-15,59.0,126.6,5,4.5,
Pony Express (roller coaster),Knott's Berry Farm,Operating,Zamperla,2008,33.8429,-118.0013,Steel,2008-05-22,38.0,,0,,
Hakugei (roller coaster),Nagashima Spa Land,Operating,Rocky Mountain Construction,1994,35.0303,136.7347,Steel,2019-03-28,66.5,180.4,3,4.0,2800000000.0
Tiki-Waka (roller coaster),Walibi Belgium,Operating,Gerstlauer,2018,50.6971,4.5871,Steel,2018-04-07,34.2,,0,,7800000.0
Texas Stingray,SeaWorld San Antonio,Operating,Great Coasters International,2020,29.4524,-98.699,Wood,2020-02-22,55.0,,0,,
Thundercoaster (TusenFryd),TusenFryd,Operating,Vekoma,2001,59.7472,10.7773,Wood,2001-05-01,57.8,,0,2.4,
Medusa Steel Coaster,Six Flags México,Operating,Rocky Mountain Construction,2014,19.2945,-99.2112,Steel,2014-06-14,58.0,,3,,
Twister II,Elitch Gardens,Operating,Hensel Phelps Construction,1995,39.7464,-105.0144,Wood,1995-05-27,55.0,,0,3.1,
Fiorano GT Challenge,Other,Operating,Maurer AG,2010,24.4864,54.6042,Steel,2010-11-04,59.0,,0,1.5,
Back at the Barnyard Hayride,Nickelodeon Universe,Operating,Zamperla,1995,44.8542,-93.2422,Steel,1995-01-01,,,0,,
Raik,Phantasialand,Operating,Vekoma,2016,50.7996,6.8828,Steel,2016-06-30,38.5,,0,,
Comet (Hersheypark),Hersheypark,Operating,Philadelphia Toboggan Coasters,1946,40.2864,-76.6556,Wood,1946-01-01,50.0,,0,,
Verbolten,Busch Gardens Williamsburg,Operating,Zierer,2012,37.2315,-76.6449,Steel,2012-05-18,53.0,,0,,
Matterhorn Bobsleds,Other,Operating,Arrow Development,1959,,,Steel,1959-06-14,27.0,,0,,
Phoenix (roller coaster),Knoebels Amusement Resort,Operating,Philadelphia Toboggan Coasters,1985,40.8783,-76.5064,Wood,1985-06-15,45.0,,0,,1500000.0
The New Revolution (roller coaster),Six Flags Magic Mountain,Operating,Anton Schwarzkopf,1976,34.4228,-118.5964,Steel,1976-05-08,55.0,,1,4.9,2000000.0
Formule X,Drievliet Family Park,Operating,Maurer AG,2007,52.0544,4.3496,Steel,2007-04-06,45.0,,2,,
Space Shuttle (roller coaster),Enchanted Kingdom,Operating,Vekoma,1995,14.2819,121.0954,Steel,1995-07-28,47.0,,3,5.2,
T3 (roller coaster),Kentucky Kingdom,Operating,Vekoma,2015,38.1941,-85.747,Steel,1995-04-08,49.7,,5,,
MP Xpress,Movie Park Germany,Operating,Vekoma,2001,51.6246,6.9733,Steel,2001-04-06,49.7,109.3,5,,
Fahrenheit (roller coaster),Hersheypark,Operating,Intamin,2008,40.291,-76.6552,Steel,2008-05-24,58.0,,6,,12100000.0
Pippin (roller coaster),Kennywood,Operating,,1924,40.3889,-79.865,Wood,1968-01-01,55.0,,0,,
Formuła (Energylandia),Energylandia,Operating,Vekoma,2016,,,Steel,2016-06-25,49.2,81.0,3,3.8,
The Great Nor'easter,Morey's Piers,Operating,Vekoma,1995,38.9893,-74.8023,Steel,1995-05-26,55.0,,5,,5500000.0
Colossus (Six Flags Magic Mountain),Six Flags Magic Mountain,Operating,Rocky Mountain Construction,1978,34.4278,-118.5975,Steel,2015-05-23,57.0,,2,,
Intimidator 305,Kings Dominion,Operating,Intamin,2010,37.8375,-77.4397,Steel,2010-04-02,90.0,,0,,25000000.0
Canopy Flyer,Universal Studios Singapore,Operating,Setpoint Inc.,2010,1.2534,103.824,Steel,2010-03-18,,,0,,
Cannonball Express (roller coaster),Pleasurewood Hills,Operating,Anton Schwarzkopf,1995,52.5062,1.7451,Steel,1995-01-01,34.0,,0,,
Typhoon (Bobbejaanland),Bobbejaanland,Operating,Gerstlauer,2004,51.1997,4.9055,Steel,2004-04-10,49.7,84.3,4,5.0,5000000.0
Abyss (roller coaster),Adventure World,Operating,Gerstlauer,2013,-32.0955,115.817,Steel,2013-11-01,52.8,98.4,3,4.5,12000000.0
Family Inverted Coaster (Happy Valley Shanghai),Happy Valley Shanghai,Operating,Bolliger & Mabillard,2014,31.0973,121.2087,Steel,2014-07-05,30.4,,0,,
Yankee Cannonball,Canobie Lake Park,Operating,Philadelphia Toboggan Coasters,1930,42.7953,-71.2492,Wood,1930-01-01,35.0,65.0,0,,
Maverick (roller coaster),Cedar Point,Operating,Intamin,2007,41.4852,-82.6925,Steel,2007-05-26,70.0,,2,,21000000.0
Steel Lasso,Frontier City,Operating,Chance Morgan,2008,35.5838,-97.4405,Steel,2008-07-18,30.0,48.9,0,2.2,4000000.0
Xpress: Platform 13,Walibi Holland,Operating,Vekoma,2000,52.4392,5.7639,Steel,2000-04-01,55.9,,3,,
White Lightning (roller coaster),Fun Spot America,Operating,Great Coasters International,2013,28.4662,-81.4564,Wood,2013-06-07,44.3,,0,,3500000.0
Mystic Timbers,Kings Island,Operating,Great Coasters International,2017,,,Wood,2017-04-15,53.0,,0,,15000000.0
Corkscrew (Michigan's Adventure),"Muskegon, Michigan, United States",Operating,,1979,43.3474,-86.2789,Other,,,,0,,
Vekoma Illusion,Bobbejaanland,Operating,Vekoma,1989,51.1993,4.909,Steel,1989-06-15,31.1,91.9,0,,
Gemini (roller coaster),Other,Operating,Arrow Dynamics,1978,41.4863,-82.6897,Steel,1978-06-17,60.0,,0,,3400000.0
Tigre de Sibérie,Le Pal,Operating,Reverchon Industries,1990,,,Steel,1990-01-01,24.9,,0,,
Hagrid's Magical Creatures Motorbike Adventure,Universal's Islands of Adventure,Operating,Intamin,2019,28.4298,-81.5859,Steel,2019-06-13,50.0,,0,,300000000.0
WhirlWind (Seabreeze),Seabreeze Amusement Park,Operating,Maurer AG,2004,43.234,-77.5429,Steel,2004-01-01,37.3,,0,,2000000.0
Lightning Rod (roller coaster),Dollywood,Operating,Rocky Mountain Construction,2016,,,Steel,2016-06-13,73.0,,0,3.5,22000000.0
The Boss (roller coaster),Six Flags St. Louis,Operating,Custom Coasters International,2000,38.5161,-90.6789,Wood,2000-04-29,66.3,,0,,
The Smiler,Alton Towers,Operating,Gerstlauer,2013,52.9872,-1.8953,Steel,2013-05-31,52.8,,14,4.8,18000000.0
Eurosat - CanCan Coaster,Europa-Park,Operating,Mack Rides,1989,,,Steel,1989-01-01,37.3,83.7,0,4.0,
Canyon Blaster (Adventuredome),Adventuredome,Operating,Arrow Dynamics,1993,36.1381,-115.1664,Steel,1993-08-23,41.0,,4,3.5,
Cobra (Tivoli Friheden),Tivoli Friheden,Operating,Sartori Rides,2008,56.1358,10.1979,Steel,2008-06-28,43.5,,3,4.5,
Mystery Mine,Dollywood,Operating,Gerstlauer,2007,35.7956,-83.5301,Steel,2007-04-13,43.5,,2,,17500000.0
Outlaw (roller coaster),Adventureland (Iowa),Operating,Custom Coasters International,1993,41.6491,-93.5006,Wood,1993-04-24,48.0,,0,3.2,2000000.0
Wild Thing (Valleyfair),Valleyfair,Operating,D. H. Morgan Manufacturing,1996,44.7986,-93.4587,Steel,1996-05-11,75.0,,0,4.1,9500000.0
Fury 325,Carowinds,Operating,Bolliger & Mabillard,2015,35.1055,-80.9425,Steel,2015-03-28,95.0,,0,,30000000.0
De Vliegende Hollander,Efteling,Operating,Kumbak,2007,51.648,5.0474,Steel,2007-04-01,42.9,59.1,0,2.0,20000000.0
Lil' Devil Coaster,Six Flags Great Adventure,Operating,Zamperla,1999,40.1343,-74.4434,Steel,1999-01-01,,,0,,
Bandit (Yomiuriland),Yomiuriland,Operating,TOGO,1988,35.6255,139.5181,Steel,1988-03-01,68.3,,0,,
Alpengeist,Busch Gardens Williamsburg,Operating,Bolliger & Mabillard,1997,37.2328,-76.6476,Steel,1997-03-22,67.0,,6,3.7,20000000.0
Iron Dragon (roller coaster),Cedar Point,Operating,Arrow Dynamics,1987,41.4822,-82.6852,Steel,1987-06-11,40.0,,0,,4000000.0
Thirteen (roller coaster),Alton Towers,Operating,Intamin,2010,52.9847,-1.8904,Steel,2010-03-20,42.0,,0,3.2,15000000.0
Wicked (roller coaster),Lagoon Amusement Park,Operating,Zierer,2007,40.9839,-111.8956,Steel,2007-06-01,55.0,,1,4.8,10000000.0
Lightning Racer,Other,Operating,Great Coasters International,2000,40.2929,-76.6532,Wood,2000-05-13,51.0,,0,3.6,12500000.0
The Flying Dinosaur,Universal Studios Japan,Operating,Bolliger & Mabillard,2016,34.6634,135.4305,Steel,2016-03-18,62.0,,5,,10000000000.0
Impulse (roller coaster),Knoebels Amusement Resort,Operating,Zierer,2015,40.8798,-76.5018,Steel,2015-04-25,55.0,,4,,
Tig'rr Coaster,Indiana Beach,Operating,Anton Schwarzkopf,1984,40.7903,-86.7706,Steel,1984-01-01,31.1,,0,,
Millennium Roller Coaster,Fantasy Island,Operating,Vekoma,1999,53.192,0.347,Steel,1999-05-22,56.0,,3,,15000000.0
Shuttle Loop (Nagashima Spa Land),Nagashima Spa Land,Operating,Anton Schwarzkopf,1980,35.0303,136.7308,Steel,1980-01-01,57.0,,2,,
Scream (roller coaster),Six Flags Magic Mountain,Operating,Bolliger & Mabillard,2003,34.4286,-118.5983,Steel,2003-04-12,63.0,,7,4.0,
Steel Hawg,Indiana Beach,Operating,S&S – Sansei Technologies,2008,40.7909,-86.7718,Steel,2008-07-05,41.0,,2,,
Runaway Mine Train (Alton Towers),Alton Towers,Operating,Mack Rides,1992,52.9897,-1.8856,Steel,1992-03-21,22.4,,0,2.4,1000000.0
River King Mine Train,Six Flags St. Louis,Operating,Arrow Dynamics,1971,38.5155,-90.6738,Steel,1971-06-05,37.0,,0,,
Fire in the Hole (Silver Dollar City),Silver Dollar City,Operating,Herschend Family Entertainment,1972,36.6703,-93.3407,Steel,1972-01-01,27.0,,0,,
Pyrenees (roller coaster),Parque Espana-Shima Spain Village,Operating,Bolliger & Mabillard,1997,34.3598,136.845,Steel,1997-01-01,62.1,147.6,6,,
